plate,prior_count,days_since_last,mean_gap,distinct_cells,mean_severity,target,risk,likely_location,expected_days_to_next
FKN00GL32387,21,0.9154398148148148,5.5427430555555555,1,1.6428571428571428,1,0.9972264024863352,BTP058 - Subbanna Junction,5.5427430555555555
FKN00GL8361,21,0.5709953703703704,5.351840277777778,1,1.0,1,0.9967983225157369,BTP040 - Elite Junction,5.351840277777778
FKN00GL15753,21,13.500856481481481,4.854722222222223,1,1.5,1,0.9965723250604778,BTP051 - Safina Plaza Junction,4.854722222222223
FKN00GL22956,23,22.92863425925926,3.772190656565656,3,1.0,0,0.9965711490280657,BTP032 - Windsor Circle,3.772190656565656
FKN00GL0420,21,5.8071064814814815,5.0410763888888885,1,1.0,1,0.996550217570528,BTP020 - Hosahalli Metro Station,5.0410763888888885
FKN00GL2692,21,6.635578703703704,4.898159722222222,1,1.0,1,0.9965071323006135,BTP020 - Hosahalli Metro Station,4.898159722222222
FKN00GL11028,21,7.939050925925926,4.900520833333333,1,1.0,0,0.9964434705748864,"BTP095 - Satellite Bus Stand, Mysore Road",4.900520833333333
FKN00GL2445,20,0.843912037037037,5.415277777777778,1,1.0,1,0.9956749644040683,No Junction,5.415277777777778
FKN00GL104980,23,51.60780092592593,2.539457070707071,2,1.0,0,0.995667000720958,BTP042 - Minsk Square Junction (CTO),2.539457070707071
FKN00GL17388,23,40.67585648148148,3.2222222222222223,3,1.0,0,0.9955991064373072,BTP032 - Windsor Circle,3.2222222222222223
FKN00GL0333,20,2.5209953703703705,5.686074561403508,1,1.0,1,0.9955809940000866,BTP051 - Safina Plaza Junction,5.686074561403508
FKN00GL0635,20,2.5932175925925924,3.839948830409357,1,1.0,1,0.9955236492727138,No Junction,3.839948830409357
FKN00GL17172,20,5.641828703703704,5.528545321637427,1,1.0,1,0.9953810476591239,BTP051 - Safina Plaza Junction,5.528545321637427
FKN00GL2817,20,5.657106481481481,5.527741228070175,1,1.0,1,0.9953800460346219,BTP051 - Safina Plaza Junction,5.527741228070175
FKN00GL5362,21,20.568912037037038,4.455520833333333,3,1.5,1,0.9946597286740486,No Junction,4.455520833333333
FKN00GL18794,19,11.964050925925926,5.380941358024691,1,1.5,1,0.9939417814984361,BTP044 - Sagar Theatre Junction,5.380941358024691
FKN00GL8041,19,4.7661342592592595,3.3244212962962965,1,1.0,1,0.9937716610678133,No Junction,3.3244212962962965
FKN00GL11463,19,6.657800925925926,4.442708333333333,1,1.0,0,0.9936523730589522,BTP040 - Elite Junction,4.442708333333333
FKN00GL2850,19,8.55849537037037,5.334760802469136,1,1.0,1,0.9935205906733876,BTP020 - Hosahalli Metro Station,5.334760802469136
FKN00GL24261,19,0.5675231481481482,5.99957561728395,2,1.0,1,0.9931454336006483,BTP051 - Safina Plaza Junction,5.99957561728395
FKN00GL6946,20,22.86891203703704,4.46641081871345,2,1.0,0,0.9929952941004019,BTP032 - Windsor Circle,4.46641081871345
FKN00GL12905,19,8.796689814814815,4.4944444444444445,3,1.894736842105263,0,0.992496309076936,No Junction,4.4944444444444445
FKN00GL3018,20,27.705717592592592,4.047002923976608,2,1.0,0,0.9924909795914592,BTP020 - Hosahalli Metro Station,4.047002923976608
FKN00GL0734,20,54.746689814814815,2.683187134502924,1,1.53,0,0.9917784594521641,No Junction,2.683187134502924
FKN00GL18168,18,5.792523148148148,5.881821895424837,1,1.0,0,0.9916422729932322,No Junction,5.881821895424837
FKN00GL4107,18,2.493217592592593,5.357679738562092,2,1.5,0,0.9915177245416648,No Junction,5.357679738562092
FKN00GL6334,18,8.673078703703704,5.582843137254902,1,1.0,1,0.9912866789394886,No Junction,5.582843137254902
FKN00GL7760,18,6.5786342592592595,6.107107843137254,2,1.5,1,0.9910689315114836,BTP051 - Safina Plaza Junction,6.107107843137254
FKN00GL9990,19,20.886967592592594,4.824691358024691,2,1.0263157894736843,0,0.9909113580539174,BTP032 - Windsor Circle,4.824691358024691
FKN00GL16746,20,1.8758564814814815,4.5786184210526315,6,1.575,1,0.9908993491605881,No Junction,4.5786184210526315
FKN00GL13920,18,0.48488425925925926,6.46454248366013,2,1.0,1,0.990821182167474,BTP051 - Safina Plaza Junction,6.46454248366013
FKN00GL3832,19,21.864050925925927,4.610030864197531,2,1.0,0,0.9907200251761199,No Junction,4.610030864197531
FKN00GL6423,19,22.524467592592593,2.4506172839506175,2,1.0,0,0.9905046155753235,No Junction,2.4506172839506175
FKN00GL20170,17,9.85224537037037,6.314322916666667,2,2.5294117647058822,1,0.9900753914513365,No Junction,6.314322916666667
FKN00GL2993,19,26.899467592592593,4.3897762345679014,2,1.0,0,0.9900389992039826,BTP032 - Windsor Circle,4.3897762345679014
FKN00GL1641,18,6.4216898148148145,6.129779411764706,2,1.0,0,0.9900170461232305,BTP044 - Sagar Theatre Junction,6.129779411764706
FKN00GL7998,18,26.527939814814815,4.786764705882353,1,1.5,1,0.9900011679338856,"BTP016 - 5th Main Road, RPC Layout",4.786764705882353
FKN00GL6355,17,0.7925231481481482,6.491276041666667,1,1.0,1,0.9895559364815297,BTP042 - Minsk Square Junction (CTO),6.491276041666667
FKN00GL18074,17,0.7869675925925926,3.5631944444444446,1,1.0,1,0.9893591077418208,BTP042 - Minsk Square Junction (CTO),3.5631944444444446
FKN00GL10831,19,33.56752314814815,4.228086419753087,2,1.0,0,0.9890696010213905,BTP051 - Safina Plaza Junction,4.228086419753087
FKN00GL6629,18,23.555717592592593,2.1173611111111112,1,1.0,0,0.9890628782306651,No Junction,2.1173611111111112
FKN00GL8154,17,5.424467592592593,4.319097222222222,1,1.0,0,0.9887124277165054,No Junction,4.319097222222222
FKN00GL9334,17,8.82099537037037,5.7457899305555555,1,1.0,1,0.9882799074309944,BTP042 - Minsk Square Junction (CTO),5.7457899305555555
FKN00GL19014,17,4.633495370370371,6.639800347222222,2,1.4705882352941178,1,0.9882784137279238,BTP058 - Subbanna Junction,6.639800347222222
FKN00GL24467,17,7.493217592592592,2.750347222222222,1,1.0,1,0.9882694414289246,No Junction,2.750347222222222
FKN00GL3688,19,13.55988425925926,2.1721064814814817,4,1.0,1,0.9881792883755186,No Junction,2.1721064814814817
FKN00GL0930,17,18.549467592592592,5.765842013888889,1,1.5,1,0.9880396937447334,No Junction,5.765842013888889
FKN00GL2317,17,6.6716898148148145,6.423958333333333,2,1.5,0,0.9880087931223572,BTP040 - Elite Junction,6.423958333333333
FKN00GL8043,17,11.498773148148148,5.7574652777777775,1,1.0,1,0.9878411963875192,No Junction,5.7574652777777775
FKN00GL32651,17,5.632800925925926,6.500868055555555,2,1.0,1,0.9867672400024055,BTP051 - Safina Plaza Junction,6.500868055555555
FKN00GL6353,18,27.534884259259258,4.702573529411764,2,1.0,1,0.9865304431902461,BTP042 - Minsk Square Junction (CTO),4.702573529411764
FKN00GL7354,16,0.843912037037037,3.8703703703703702,1,1.0,1,0.9857277475596757,No Junction,3.8703703703703702
FKN00GL35922,16,11.415439814814814,6.219907407407407,1,1.5,1,0.9854838556631474,BTP051 - Safina Plaza Junction,6.219907407407407
FKN00GL24491,16,3.5098842592592594,5.812407407407408,1,1.0,1,0.9853783920901634,No Junction,5.812407407407408
FKN00GL11705,18,35.85085648148148,4.228104575163399,2,1.0,0,0.9848569269606625,BTP032 - Windsor Circle,4.228104575163399
FKN00GL3531,16,6.668217592592592,6.6090277777777775,1,1.0,1,0.9848086841135585,No Junction,6.6090277777777775
FKN00GL1032,16,7.603634259259259,4.737824074074074,1,1.0,1,0.9844281571321652,No Junction,4.737824074074074
FKN00GL19006,17,29.643912037037037,4.3812065972222225,1,1.0,1,0.9842652757091206,BTP020 - Hosahalli Metro Station,4.3812065972222225
FKN00GL20898,16,0.5730787037037037,6.957824074074074,2,1.0,1,0.9834816916840604,BTP040 - Elite Junction,6.957824074074074
FKN00GL11475,15,0.9418287037037038,7.85188492063492,1,1.5,1,0.9833034261444149,BTP058 - Subbanna Junction,7.85188492063492
FKN00GL60534,18,43.86543981481481,3.9249591503267975,2,1.0,0,0.9830675755185938,BTP044 - Sagar Theatre Junction,3.9249591503267975
FKN00GL4303,16,2.7425231481481482,6.867083333333333,2,1.0,1,0.9829741315435578,No Junction,6.867083333333333
FKN00GL7963,16,3.5098842592592594,4.798194444444444,2,1.0,1,0.9825666277588735,No Junction,4.798194444444444
FKN00GL1048,16,16.746689814814815,4.940740740740741,1,1.0,1,0.9823750871690854,No Junction,4.940740740740741
FKN00GL15642,14,5.63974537037037,5.6283653846153845,1,2.892857142857143,0,0.9823129760409791,BTP137 - Madiwala Traffic PS Junction,5.6283653846153845
FKN00GL23079,16,1.8230787037037037,7.271203703703704,3,1.5,1,0.9822561923486524,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",7.271203703703704
FKN00GL7916,16,6.432800925925926,6.9433796296296295,2,1.0,1,0.9821015862055986,BTP044 - Sagar Theatre Junction,6.9433796296296295
FKN00GL8211,15,0.7834953703703704,7.917509920634921,1,1.0,0,0.9813595793786599,BTP044 - Sagar Theatre Junction,7.917509920634921
FKN00GL6219,17,8.636273148148149,5.563151041666667,4,1.0,1,0.9805355302109962,BTP023 - Mahalaxmi Layout Entrance,5.563151041666667
FKN00GL7161,16,13.843217592592593,6.068472222222222,2,1.0,0,0.9800853848877443,No Junction,6.068472222222222
FKN00GL0935,15,13.491828703703703,6.870089285714286,1,1.5,0,0.9800562627311389,No Junction,6.870089285714286
FKN00GL9606,15,1.8383564814814815,7.789583333333334,2,1.5,1,0.9799771035971494,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",7.789583333333334
FKN00GL56080,15,5.486273148148148,6.658482142857143,1,1.0,1,0.9799644505111631,BTP051 - Safina Plaza Junction,6.658482142857143
FKN00GL2715,15,5.8182175925925925,7.139980158730158,1,1.0,1,0.9799348947982818,No Junction,7.139980158730158
FKN00GL44151,15,6.413356481481482,7.442361111111111,1,1.0,1,0.9798101254580135,BTP044 - Sagar Theatre Junction,7.442361111111111
FKN00GL27365,15,14.672384259259259,6.926438492063491,1,1.5,0,0.9797398043574815,"BTP182 - 19th Main Junction, Rajajinagar",6.926438492063491
FKN00GL12904,17,19.606412037037035,4.324045138888889,4,1.5,0,0.9796386965339721,No Junction,4.324045138888889
FKN00GL3743,15,2.578634259259259,6.566319444444445,2,1.5,1,0.9796164801256022,BTP051 - Safina Plaza Junction,6.566319444444445
FKN00GL7945,16,14.511967592592592,1.9358796296296297,2,1.0,0,0.9793694801263036,No Junction,1.9358796296296297
FKN00GL10031,15,7.613356481481482,6.584573412698412,1,1.0,1,0.9793652051255184,No Junction,6.584573412698412
FKN00GL2863,16,28.63835648148148,3.7447685185185184,1,1.0,0,0.9791108906590343,BTP020 - Hosahalli Metro Station,3.7447685185185184
FKN00GL1498,15,8.673078703703704,6.779216269841269,1,1.0,1,0.979090828695548,No Junction,6.779216269841269
FKN00GL31097,15,12.561273148148148,5.930505952380952,1,1.0,1,0.9778350815374727,No Junction,5.930505952380952
FKN00GL6860,14,0.9161342592592593,8.070299145299145,1,1.5,1,0.9776647330916414,BTP058 - Subbanna Junction,8.070299145299145
FKN00GL0395,15,1.8161342592592593,7.429861111111111,2,1.0,1,0.9775530643311936,BTP044 - Sagar Theatre Junction,7.429861111111111
FKN00GL15995,15,3.5758564814814813,7.577430555555556,2,1.0,0,0.9770307589639616,BTP051 - Safina Plaza Junction,7.577430555555556
FKN00GL14212,15,15.579328703703704,5.509027777777778,1,1.0,0,0.9768445811838652,No Junction,5.509027777777778
FKN00GL111727,17,57.52585648148148,3.1255208333333333,1,1.0,0,0.9767936438069301,BTP040 - Elite Junction,3.1255208333333333
FKN00GL32527,15,5.642523148148148,7.499156746031746,2,1.0,1,0.9763646471216525,BTP051 - Safina Plaza Junction,7.499156746031746
FKN00GL10011,15,5.764050925925926,7.143204365079365,2,1.0,0,0.9762722879315389,No Junction,7.143204365079365
FKN00GL18220,15,5.817523148148148,7.202628968253968,2,1.0,0,0.9762639544753465,No Junction,7.202628968253968
FKN00GL54261,15,5.793217592592592,5.496577380952381,2,1.0,1,0.9760147128748301,No Junction,5.496577380952381
FKN00GL16984,15,6.59113425925926,7.148412698412699,2,1.0,1,0.9760049600767149,No Junction,7.148412698412699
FKN00GL6175,16,27.595300925925926,5.466481481481481,2,1.0,0,0.9758940153912857,BTP023 - Mahalaxmi Layout Entrance,5.466481481481481
FKN00GL32407,15,18.614745370370372,6.580009920634921,2,1.7,1,0.9757604723177556,BTP058 - Subbanna Junction,6.580009920634921
FKN00GL101845,17,61.64252314814815,2.8705729166666667,1,1.0,0,0.975419284250071,BTP042 - Minsk Square Junction (CTO),2.8705729166666667
FKN00GL7168,15,21.864050925925927,3.6203373015873015,1,1.0,0,0.9744791901697235,No Junction,3.6203373015873015
FKN00GL18309,15,7.45224537037037,6.437053571428571,3,1.5,1,0.9742086928278844,No Junction,6.437053571428571
FKN00GL38849,15,14.635578703703704,6.6504464285714295,2,1.0,0,0.973154341778635,BTP044 - Sagar Theatre Junction,6.6504464285714295
FKN00GL18450,15,14.893217592592592,6.551041666666666,2,1.0,0,0.973043639270633,BTP027 - Modi Bridge Junction,6.551041666666666
FKN00GL11015,14,6.623078703703704,7.608226495726496,1,1.0,1,0.9729289667006616,BTP051 - Safina Plaza Junction,7.608226495726496
FKN00GL2735,14,6.586967592592592,7.2340277777777775,1,1.0,1,0.9728783841267148,No Junction,7.2340277777777775
FKN00GL1199,14,9.611273148148149,7.52809829059829,1,1.0,1,0.9717975783144904,BTP042 - Minsk Square Junction (CTO),7.52809829059829
FKN00GL9159,14,7.602939814814815,1.6111645299145299,1,1.0,0,0.971512922756694,No Junction,1.6111645299145299
FKN00GL12424,14,7.602939814814815,1.378258547008547,1,1.0,1,0.9714711839849708,No Junction,1.378258547008547
FKN00GL4211,15,30.457800925925927,3.747619047619048,1,1.0,0,0.9713526269219913,No Junction,3.747619047619048
FKN00GL14734,14,11.661273148148148,7.143376068376067,1,1.0357142857142858,0,0.9711652250665591,BTP027 - Modi Bridge Junction,7.143376068376067
FKN00GL0907,14,9.570300925925926,3.792361111111111,1,1.0,1,0.9711434429275848,No Junction,3.792361111111111
FKN00GL2378,15,20.886967592592594,6.142559523809523,2,1.0,0,0.9706919678143344,BTP032 - Windsor Circle,6.142559523809523
FKN00GL49799,14,0.5640509259259259,8.391292735042734,2,1.0,1,0.9706610251430624,BTP051 - Safina Plaza Junction,8.391292735042734
FKN00GL21720,13,0.6078009259259259,9.172280092592592,1,1.5,1,0.9704574679397605,BTP051 - Safina Plaza Junction,9.172280092592592
FKN00GL0990,14,12.536273148148148,5.4006944444444445,1,1.0,1,0.9702655846246241,No Junction,5.4006944444444445
FKN00GL0088,16,19.639050925925925,5.814027777777778,4,1.0,0,0.9698077772800114,BTP032 - Windsor Circle,5.814027777777778
FKN00GL25402,14,10.62238425925926,7.3,2,1.5,1,0.9697266546829918,BTP051 - Safina Plaza Junction,7.3
FKN00GL20686,15,36.811967592592595,4.780009920634921,1,1.0,0,0.9689878528141471,BTP027 - Modi Bridge Junction,4.780009920634921
FKN00GL14101,14,16.739050925925927,6.851068376068377,1,1.0,1,0.9688156176874573,No Junction,6.851068376068377
FKN00GL62335,14,4.675856481481482,7.298130341880341,2,1.0,1,0.9687733944062564,No Junction,7.298130341880341
FKN00GL28769,13,4.610578703703704,8.509317129629629,1,1.5,0,0.9686878882394725,BTP023 - Mahalaxmi Layout Entrance,8.509317129629629
FKN00GL17572,16,41.54668981481481,2.6933333333333334,3,1.5,0,0.9686695850551391,BTP040 - Elite Junction,2.6933333333333334
FKN00GL5140,13,0.8459953703703704,9.170486111111112,2,2.0,0,0.968664450349193,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",9.170486111111112
FKN00GL32688,14,18.551550925925927,7.007318376068377,1,1.0,0,0.9680756820399382,BTP051 - Safina Plaza Junction,7.007318376068377
FKN00GL2996,15,26.893217592592592,5.210218253968254,2,1.0,0,0.9680317534311348,BTP032 - Windsor Circle,5.210218253968254
FKN00GL6780,15,22.721689814814816,4.076537698412698,3,1.5,1,0.9678230539160392,"BTP182 - 19th Main Junction, Rajajinagar",4.076537698412698
FKN00GL53263,13,7.946689814814815,8.251099537037037,1,1.5769230769230769,0,0.9677509907398157,BTP040 - Elite Junction,8.251099537037037
FKN00GL11800,14,19.652939814814815,6.6856303418803416,1,1.0,0,0.9675332068999578,BTP040 - Elite Junction,6.6856303418803416
FKN00GL17808,14,7.594606481481481,7.152724358974359,2,1.0,1,0.9674912545542196,No Junction,7.152724358974359
FKN00GL1473,13,12.730717592592592,6.727951388888889,2,2.5384615384615383,1,0.9668664635496358,"BTP170 - Dr. Bheem Rao Palace, Chord Road",6.727951388888889
FKN00GL19099,15,30.818217592592593,5.493700396825396,2,1.0,0,0.9663570335984635,BTP032 - Windsor Circle,5.493700396825396
FKN00GL13988,14,10.575856481481482,6.628418803418803,2,1.0,1,0.9660495368053441,BTP082 - KR Market Junction,6.628418803418803
FKN00GL25810,14,21.864050925925927,4.233653846153846,1,1.0,0,0.9660357509046165,No Junction,4.233653846153846
FKN00GL11663,13,0.843912037037037,4.500289351851852,1,1.0,1,0.9658973782014902,No Junction,4.500289351851852
FKN00GL17374,14,21.847384259259258,2.83482905982906,1,1.0,1,0.9657451857185255,No Junction,2.83482905982906
FKN00GL6652,13,1.8230787037037037,4.009895833333333,3,2.5,1,0.9653344652425412,"BTP204 - ESI Hospital, Rajajinagar",4.009895833333333
FKN00GL33465,13,4.634189814814815,8.752488425925925,1,1.0,1,0.9650562396243058,BTP058 - Subbanna Junction,8.752488425925925
FKN00GL9032,13,4.74738425925926,6.077256944444445,1,1.0,1,0.964413724399954,No Junction,6.077256944444445
FKN00GL3502,13,6.767523148148148,8.325289351851852,1,1.0,1,0.9639450867553246,No Junction,8.325289351851852
FKN00GL4341,13,6.636967592592592,6.585763888888889,1,1.0,1,0.9636155946163494,BTP020 - Hosahalli Metro Station,6.585763888888889
FKN00GL0636,13,6.667523148148148,5.930324074074074,1,1.0,1,0.963451632040711,No Junction,5.930324074074074
FKN00GL4480,13,5.707106481481482,3.8159722222222223,1,1.0,1,0.9634405497013766,No Junction,3.8159722222222223
FKN00GL34407,13,9.623078703703703,7.9166087962962965,1,1.0,1,0.9624426039842494,BTP051 - Safina Plaza Junction,7.9166087962962965
FKN00GL54853,13,6.462662037037037,0.08622685185185185,1,1.0,0,0.9622002939263055,No Junction,0.08622685185185185
FKN00GL50347,14,32.439050925925926,6.024839743589744,1,1.0,1,0.9612946658306398,BTP040 - Elite Junction,6.024839743589744
FKN00GL10449,13,7.90849537037037,7.086747685185185,2,1.5,1,0.9610089813987042,BTP058 - Subbanna Junction,7.086747685185185
FKN00GL7926,13,8.499467592592593,5.925752314814815,2,1.5,1,0.960414990987169,No Junction,5.925752314814815
FKN00GL23218,14,22.857800925925925,4.755074786324786,2,1.0,0,0.9595056188169823,BTP032 - Windsor Circle,4.755074786324786
FKN00GL14755,13,14.839050925925926,6.31255787037037,1,1.0,1,0.9593255619219219,"BTP115 - Sahasra Hospital, Jayanagar",6.31255787037037
FKN00GL17806,15,44.716134259259256,4.2212797619047615,2,1.0,0,0.9591472147686838,No Junction,4.2212797619047615
FKN00GL28770,12,4.6098842592592595,9.283017676767678,1,1.5,0,0.9584519302779291,BTP023 - Mahalaxmi Layout Entrance,9.283017676767678
FKN00GL5704,13,16.465439814814815,5.683275462962963,1,1.0,0,0.9582705579236506,BTP020 - Hosahalli Metro Station,5.683275462962963
FKN00GL30830,13,18.555717592592593,7.590104166666666,1,1.0,1,0.9575954639637674,BTP051 - Safina Plaza Junction,7.590104166666666
FKN00GL19350,12,8.52863425925926,8.309722222222222,2,2.4166666666666665,0,0.9575397570201978,BTP044 - Sagar Theatre Junction,8.309722222222222
FKN00GL39674,13,6.649467592592592,7.739583333333333,2,1.0,1,0.9573712992348062,"BTP001 - 10th Cross, Dr. Rajkumar Road",7.739583333333333
FKN00GL0923,13,7.615439814814815,8.181944444444444,2,1.0,1,0.9569373498926518,No Junction,8.181944444444444
FKN00GL1880,13,8.586273148148148,8.261805555555556,2,1.0,1,0.9563986593737545,BTP051 - Safina Plaza Junction,8.261805555555556
FKN00GL7910,12,1.8175231481481482,9.812752525252526,1,1.0,1,0.955469279032189,BTP044 - Sagar Theatre Junction,9.812752525252526
FKN00GL2190,12,1.8161342592592593,9.79375,1,1.0,0,0.9554648695884055,BTP044 - Sagar Theatre Junction,9.79375
FKN00GL36034,12,6.520300925925926,0.911300505050505,1,1.5,0,0.9551141664151381,No Junction,0.911300505050505
FKN00GL17669,13,22.502939814814816,5.3414930555555555,1,1.0,0,0.9546824268308068,BTP040 - Elite Junction,5.3414930555555555
FKN00GL65696,11,2.5209953703703705,0.0,1,2.5,0,0.9542816620874162,No Junction,0.0
FKN00GL45098,12,11.405023148148148,8.375820707070707,1,1.5,1,0.9542627407168216,BTP051 - Safina Plaza Junction,8.375820707070707
FKN00GL23579,12,0.843912037037037,3.1761363636363638,1,1.0,1,0.9542017769458316,No Junction,3.1761363636363638
FKN00GL19337,12,1.7237731481481482,4.992550505050505,1,1.0,1,0.9541802690646078,BTP051 - Safina Plaza Junction,4.992550505050505
FKN00GL0954,12,2.5932175925925924,6.635921717171717,1,1.0,1,0.9541160977194745,No Junction,6.635921717171717
FKN00GL36866,12,0.6716898148148148,9.5614898989899,2,1.5,0,0.953598012476062,BTP064 - Devanga Hostel Junction,9.5614898989899
FKN00GL60902,12,4.718912037037037,9.259406565656565,1,1.0,0,0.9535609321165743,BTP051 - Safina Plaza Junction,9.259406565656565
FKN00GL113789,14,46.53835648148148,4.934294871794872,1,1.0,0,0.9529798618152643,BTP051 - Safina Plaza Junction,4.934294871794872
FKN00GL23020,14,22.89877314814815,5.988087606837607,3,1.0,0,0.9525959183080106,BTP032 - Windsor Circle,5.988087606837607
FKN00GL2891,13,14.618912037037036,7.666377314814815,2,1.0,0,0.9525865011499942,BTP044 - Sagar Theatre Junction,7.666377314814815
FKN00GL6006,12,5.5057175925925925,7.099116161616162,1,1.0,1,0.9524444409708435,BTP040 - Elite Junction,7.099116161616162
FKN00GL20071,12,6.6716898148148145,8.815025252525253,1,1.0,0,0.9522117979293404,BTP040 - Elite Junction,8.815025252525253
FKN00GL5137,12,6.633495370370371,8.463762626262627,1,1.0,1,0.952132496161371,BTP020 - Hosahalli Metro Station,8.463762626262627
FKN00GL6174,13,15.555023148148148,7.5859375,2,1.0,0,0.9519707896227589,BTP023 - Mahalaxmi Layout Entrance,7.5859375
FKN00GL69641,13,27.62585648148148,6.8314814814814815,1,1.0,0,0.9519388320719332,BTP040 - Elite Junction,6.8314814814814815
FKN00GL6855,13,26.943912037037038,4.807060185185185,1,1.0,0,0.951773471729678,No Junction,4.807060185185185
FKN00GL23892,12,7.621689814814815,8.825757575757576,1,1.0,1,0.951609736273356,BTP051 - Safina Plaza Junction,8.825757575757576
FKN00GL5756,12,6.632106481481482,6.477020202020202,1,1.0,1,0.9515440564005073,BTP020 - Hosahalli Metro Station,6.477020202020202
FKN00GL11030,13,16.489745370370372,7.45630787037037,4,2.5,1,0.9513265326635747,BTP044 - Sagar Theatre Junction,7.45630787037037
FKN00GL25393,13,15.575856481481482,5.188541666666667,2,1.0,1,0.9512430615826165,No Junction,5.188541666666667
FKN00GL13296,12,3.9133564814814816,7.637752525252526,2,1.5,1,0.9509833047651085,BTP044 - Sagar Theatre Junction,7.637752525252526
FKN00GL5691,12,9.524467592592593,8.827525252525252,1,1.0,1,0.9503761189442639,BTP020 - Hosahalli Metro Station,8.827525252525252
FKN00GL122867,15,59.63766203703704,3.6419146825396824,2,1.0,0,0.9500099329100431,BTP051 - Safina Plaza Junction,3.6419146825396824
FKN00GL8015,12,7.498773148148148,1.72885101010101,1,1.0,1,0.9495327234862615,No Junction,1.72885101010101
FKN00GL19357,13,29.914050925925928,6.745717592592593,2,1.5384615384615385,1,0.9480933484511153,BTP058 - Subbanna Junction,6.745717592592593
FKN00GL21328,13,9.576550925925925,8.513831018518518,3,1.0,0,0.948031730757842,BTP205 - Modi Hospital Junction,8.513831018518518
FKN00GL19786,12,1.531412037037037,8.218813131313132,2,1.0,1,0.9472255759215289,BTP040 - Elite Junction,8.218813131313132
FKN00GL2615,14,42.8980787037037,4.6915598290598295,2,1.0,0,0.9471465311661523,BTP032 - Windsor Circle,4.6915598290598295
FKN00GL3284,12,10.487662037037037,9.106565656565657,2,1.5,1,0.9470167522235828,BTP051 - Safina Plaza Junction,9.106565656565657
FKN00GL27266,12,2.5307175925925924,9.630997474747474,2,1.0,1,0.9469866125096822,BTP051 - Safina Plaza Junction,9.630997474747474
FKN00GL8474,12,25.95988425925926,6.633648989898989,2,2.5,0,0.9469230115009889,BTP058 - Subbanna Junction,6.633648989898989
FKN00GL24230,12,7.561967592592593,1.9936237373737373,2,1.5,0,0.9467498246821255,No Junction,1.9936237373737373
FKN00GL6420,12,14.580023148148149,8.091035353535354,1,1.0,1,0.9467107287442496,No Junction,8.091035353535354
FKN00GL16020,13,22.636967592592594,4.773206018518518,4,2.5,1,0.9463335360868133,BTP058 - Subbanna Junction,4.773206018518518
