gx,gy,observed,devices,officers,evening_share,poi_demand,lat,lon,top_station,name,demand_index,reliable,CIS,blind_spot
17234,2891,3694,60,53,0.0002707092582566324,0.9128316188413643,13.011858660097456,77.55433618197077,Malleshwaram,80 Feet Ring Road,59.58064516129032,True,62.86999157917757,49.48262259760072
17239,2881,4003,67,55,0.02697976517611791,0.9822633025231077,12.965479038050722,77.57702628239475,City Market,BTP082 - KR Market Junction,58.01449275362319,True,58.542078922304775,43.727070080225175
17252,2869,1562,25,23,0.004481434058898848,0.645326504481434,12.912145844076214,77.6367166381793,HSR Layout,17th Cross Road,57.851851851851855,True,49.60813088703663,48.16110741882412
17265,2890,3715,63,65,0.13808882907133244,0.010767160161507403,13.008288554741807,77.69514625279524,K.R. Pura,MBT Road,57.15384615384615,True,47.126978878316685,32.611950160881875
17262,2930,1723,30,30,0.012188044109112013,0.0,13.186768172025536,77.68023541271039,Chikkajala,Unnamed Road,53.84375,True,40.66975765524693,37.7279351167485
17252,2864,323,4,4,0.0,0.8297213622291022,12.89186242411713,77.63802616154565,Hulimavu,Hosur Road,53.833333333333336,True,45.53523834499779,60.737266752817476
17255,2853,365,5,4,0.0,0.9452054794520548,12.841389366849317,77.64837855260274,Electronic City,Neeladri Road,52.142857142857146,True,40.258328807234165,52.094694743951784
17228,2880,983,17,17,0.0,0.0,12.96083009220836,77.52825816565488,Byatarayanapura,BTP017 - Attiguppe Circle,51.73684210526316,True,27.51269304339243,28.99665835484311
17233,2882,1239,22,22,0.0,0.9031476997578692,12.973403094188862,77.5509149362389,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",51.625,True,46.83014899852069,46.847588485114755
17255,2861,247,3,3,0.0,0.0,12.875693433603239,77.64816927246964,Hulimavu,Hosur Road,49.4,True,26.74435644107012,36.97712494577471
17230,2881,3144,62,58,0.0009541984732824427,0.001272264631043257,12.966177711298174,77.5376881921727,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",49.125,True,46.55047208042534,36.29044452947958
17263,2929,245,3,3,0.0,0.0,13.18390672612245,77.68595024571428,Chikkajala,Unnamed Road,49.0,True,23.05878510184566,31.88140195810964
17259,2888,1466,28,26,0.0,0.0006821282401091405,12.996369817382268,77.66872528235007,Mahadevapura,MBT Road,48.86666666666667,True,48.90591213312006,46.446836746852156
17239,2882,5618,113,99,0.000711997152011392,0.163937344250623,12.971908266138817,77.57765435715399,Upparpet,BTP044 - Sagar Theatre Junction,48.85217391304348,True,50.28100366937589,32.68987222819756
17238,2890,2247,44,41,0.0,0.9830885625278148,13.007076967245217,77.57117164134401,Malleshwaram,Sri Venkataranga Ayangar Road,48.84782608695652,True,56.0703722809253,47.86762364107232
17239,2884,3898,78,73,0.0,0.09286813750641354,12.978994973018166,77.57837034474599,Upparpet,BTP058 - Subbanna Junction,48.725,True,47.47227263389607,34.6891390766836
17246,2885,2865,57,59,0.00034904013961605586,0.00593368237347295,12.983139383944154,77.60943045148342,Shivajinagar,BTP051 - Safina Plaza Junction,48.559322033898304,True,40.39748847945066,32.238606885747046
17271,2889,145,1,8,0.0,0.0,13.003461512413793,77.72348440413793,K.R. Pura,Kodigehalli Main Road,48.333333333333336,False,33.278551822218105,51.052068941252685
17236,2888,570,10,10,0.0017543859649122807,0.021052631578947368,12.996416275964913,77.56323587175439,Sheshadripuram,4th Main Road,47.5,True,29.088416418726297,33.756488883487215
17257,2882,1235,24,25,0.0,0.0,12.971751408802023,77.65809020342515,Jeevanbheemanagar,Pusa Thippasandra Main Road,47.5,True,38.04353841531356,37.36451969711529
17263,2890,1241,25,25,0.0,0.0,13.005726351958412,77.68584629663951,K.R. Pura,MBT Road,45.96296296296296,True,33.15773054659274,32.28173243751565
17238,2876,1921,40,36,0.0,0.02706923477355544,12.943988510849575,77.57143149635606,Basavanagudi,BTP108 - Tagore Park Junction,45.73809523809524,True,40.98549486587084,35.82331664445749
17233,2888,6107,134,121,0.0009824791223186507,0.001473718683477976,12.998923681363646,77.55005113127142,Rajajinagar,BTP027 - Modi Bridge Junction,44.904411764705884,True,56.31607594222757,34.52346758469315
17245,2884,2956,65,65,0.0020297699594046007,0.42185385656292285,12.98131471405821,77.60540448681786,Shivajinagar,BTP051 - Safina Plaza Junction,44.11940298507463,True,49.52494153694562,38.073177626619106
17241,2896,1092,23,21,0.004578754578754579,0.0009157509157509158,13.034862836400473,77.588808467939,Hebbala,Bellary Road,43.68,True,35.98029152802702,35.55797053739899
17249,2896,343,6,6,0.0,0.0,13.03456049271137,77.62412647784257,K.G. Halli,5th Cross Road,42.875,True,28.095555627383234,35.409524935748806
17245,2873,343,6,6,0.0,0.04664723032069971,12.93087184723032,77.60639564752186,Mico Layout,"BTP127 - Sagar Hospital, Jayanagar",42.875,True,28.315380700269525,35.686575922143376
17265,2875,1806,42,41,0.0,0.0,12.939663473043419,77.69562433761578,HAL Old Airport,Kadubeesanahalli Underpass,41.04545454545455,True,55.01675805327613,47.514716627132316
17254,2862,164,2,2,0.0,0.0,12.880862193155048,77.64503336706309,Hulimavu,Hosur Road,41.0,False,25.10558503025469,36.28960827587781
17238,2883,3148,75,68,0.005082592121982211,0.0044472681067344345,12.976619661721728,77.57463358081321,Upparpet,BTP045 - Danvanthri Road Junction,40.883116883116884,True,44.85735170764494,33.01794480822345
17230,2874,244,4,3,0.0,0.11475409836065574,12.934975759016393,77.53651790614755,Banashankari,8th Main Road,40.666666666666664,True,25.43849315022668,33.931183856969284
17244,2884,2112,50,53,0.000946969696969697,0.007575757575757576,12.981226883620057,77.5987366853274,Shivajinagar,BTP042 - Minsk Square Junction (CTO),40.61538461538461,True,36.27749457682796,29.957010830024963
17252,2865,446,9,8,0.0,0.11659192825112108,12.893652738641682,77.6369158275452,Hulimavu,Hosur Road,40.54545454545455,True,35.72650958546118,42.24241150863221
17257,2855,121,1,1,0.0,0.9586776859504132,12.850803523140495,77.65747107272728,Electronic City,Road Number 1,40.333333333333336,False,28.890756894329837,44.320826237083224
17233,2891,2185,53,48,0.0,0.013272311212814645,13.011576655331806,77.5516332043936,Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,39.72727272727273,True,43.059231236283495,35.04438374154028
17239,2879,1827,44,38,0.0005473453749315818,0.6163108921729611,12.958888332348112,77.57703226792556,City Market,BTP104 - Medical College Circle,39.71739130434783,True,52.051356660554205,44.41908269096804
17234,2887,870,20,17,0.0011494252873563218,0.029885057471264367,12.993418526447334,77.5544062025653,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",39.54545454545455,True,38.65969403394927,39.41535836741741
17233,2889,1290,31,30,0.0,0.002325581395348837,13.00212877899225,77.55016989248062,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",39.09090909090909,True,41.51751448442377,38.536836954062146
17234,2886,571,13,13,0.0,0.681260945709282,12.989335798073556,77.55479610437828,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",38.06666666666667,True,46.38086203445365,51.429681034774546
17256,2887,112,1,1,0.0,0.6875,12.99271922142857,77.65316993124999,Banaswadi,Railway Line Road,37.333333333333336,False,36.72192925790928,56.334496589450225
17231,2878,1649,43,43,0.010309278350515464,0.5542753183747726,12.953161237142732,77.54223855174112,Byatarayanapura,BTP096 - Gali Anjaneya Temple,36.644444444444446,True,48.24343150461488,41.11743871445397
17264,2873,1530,40,36,0.0,0.5980392156862745,12.932576480842393,77.6902643877818,HAL Old Airport,New Horizon College Road,36.42857142857143,True,46.5170958549911,40.658205046623884
17251,2868,619,15,15,0.0016155088852988692,0.0,12.906596245446144,77.63100061675283,HSR Layout,Hosapalya Main Road,36.411764705882355,True,36.73400697183845,39.624405441445774
17237,2890,1585,42,39,0.0,0.9873817034700315,13.006556181072554,77.56952568056782,Malleshwaram,15th Cross Road,36.02272727272727,True,54.24117668073137,46.84489291447261
17254,2879,465,11,10,0.0,0.0,12.959000619169458,77.645548736276,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",35.76923076923077,True,28.60438464829177,32.68168905661813
17227,2900,250,5,5,0.0,0.0,13.050494744400002,77.52553118239999,Jalahalli,Chikka Banavara RS Road,35.714285714285715,True,17.8551467431736,23.104744949744415
17261,2888,1593,43,41,0.0,0.0,13.000225008156393,77.67693137874139,Mahadevapura,Outer Ring Road,35.4,True,47.98663754707707,41.202144614993884
17240,2881,1824,50,46,0.0021929824561403508,0.0537280701754386,12.965241676754385,77.58326652631578,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",35.07692307692308,True,40.73077622516653,33.60327236536471
17243,2880,416,10,10,0.0,0.0,12.961979096875,77.59631636081731,Ashok Nagar,"BTP101 - Blood Bank Circle, KH Road",34.666666666666664,True,20.86893067709214,24.240416852661127
17237,2883,1329,37,34,0.0007524454477050414,0.12340105342362678,12.97696599139963,77.57073743693086,Chamarajpet,BTP048 - Shanthala Junction,34.07692307692308,True,39.35463579461371,35.03316836617305
17247,2884,1498,42,42,0.0,0.004005340453938585,12.981009421094793,77.61322855053405,Shivajinagar,Gangadhara Chetty Road,34.04545454545455,True,37.95635603748393,32.780657478457115
17244,2880,1008,29,28,0.0,0.0,12.961926653174602,77.59916923492064,Ashok Nagar,BTP172 - Nanjappa Circle,32.516129032258064,True,25.774053781640397,24.287147189068676
17238,2888,1652,49,46,0.0,0.9794188861985472,12.99891319265852,77.57142622071083,Malleshwaram,Sri Venkataranga Ayangar Road,32.3921568627451,True,56.25464855723268,46.729747022886315
17254,2931,939,27,26,0.0,0.0,13.191237390181044,77.64621057289669,Chikkajala,Bengaluru Bellary Road,32.37931034482759,True,37.05682398742472,35.47770398359343
17238,2881,2826,86,76,0.05980184005661713,0.13552724699221513,12.96645193367329,77.57446479043875,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",32.11363636363637,True,50.81607551147314,34.19662481444598
17235,2883,1660,50,45,0.0024096385542168677,0.4825301204819277,12.975729125186543,77.55988070406772,Magadi Road,BTP074 - Leprosy Hospital Junction,31.923076923076923,True,45.43407861236306,37.477500600647296
17237,2888,1143,34,32,0.0,0.9912510936132983,12.998560752580929,77.56934813455818,Malleshwaram,Siddavanahalli Krishna Sharma Road,31.75,True,53.027417430441325,48.18200315790528
17244,2865,189,4,4,0.0,0.5555555555555556,12.894854966137565,77.59913417830688,J.P. Nagar,Bannerghatta Main Road,31.5,True,32.916703073115826,43.90600879318224
17233,2883,1689,52,49,0.0,0.6512729425695678,12.97396637317895,77.55103306736471,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",31.27777777777778,True,48.971066971996976,40.055848431476655
17239,2899,868,26,24,0.0,0.0,13.047539397465439,77.57612850426268,Kodigehalli,Bhadrappa Flyover,31.0,True,36.40603081115652,35.14396916443832
17262,2872,1047,32,28,0.0,0.0,12.927547700411052,77.68012265638242,Bellandur,Outer Ring Road,30.794117647058822,True,39.70668723308826,36.58901368164249
17242,2887,1334,42,38,0.0,0.0,12.993730659955023,77.58943842993891,High ground,BTP032 - Windsor Circle,30.318181818181817,True,29.48206871666677,25.46191724524284
17246,2869,241,6,6,0.0,0.0,12.913636012448134,77.60832211120332,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",30.125,True,27.756971431776574,34.9827988842626
17265,2884,508,15,9,0.0,0.00984251968503937,12.97923981259416,77.69509384397507,Mahadevapura,Outer Ring Road,29.88235294117647,True,40.0823621892192,43.27595930153289
17253,2864,267,7,7,0.0,0.149812734082397,12.890226477796931,77.63937291399911,HSR Layout,Hosur Road,29.666666666666668,True,32.8771034669393,40.47648145853776
17229,2892,440,13,13,0.0,0.0022727272727272726,13.017176050227272,77.53146781068182,Rajajinagar,Dr Rajkumar Puniya Bhoomi Road,29.333333333333332,True,33.76352358921437,37.438873980252374
17254,2861,88,1,1,0.0,0.0,12.8768893125,77.64699642272727,Hulimavu,Hosur Road,29.333333333333332,False,21.44714937000497,32.90171261298167
17244,2868,612,19,19,0.0,0.0,12.908031759313726,77.60080993415033,Mico Layout,BTP130 - GD Mara Junction,29.142857142857142,True,27.5473267522902,28.398916644140378
17247,2887,984,32,30,0.0040650406504065045,0.0010162601626016261,12.995207406199187,77.61396474817073,Pulikeshinagar(F.Town),Coles Road,28.941176470588236,True,32.42833745304299,29.801251733566847
17238,2886,1067,35,33,0.0,0.019681349578256794,12.989602811996251,77.57327333992502,Sheshadripuram,BTP054 - Shivananda Circle,28.83783783783784,True,37.393598572448994,33.74653931051073
17241,2903,199,5,5,0.0,0.0,13.06371427035176,77.58742971055277,Kodigehalli,20th Main Road,28.428571428571427,True,30.395416593444423,39.331984112718565
17266,2877,908,30,28,0.0,0.12444933920704845,12.949531229347878,77.69957015356746,HAL Old Airport,Outer Ring Road,28.375,True,46.43574236669187,43.42413322097599
17265,2887,896,30,29,0.004464285714285714,0.8772321428571429,12.995458142784551,77.69576173217483,Mahadevapura,Whitefield Road,28.0,True,47.01260698205362,43.83479709310687
17234,2885,1102,38,34,0.0,0.015426497277676952,12.985391305132936,77.55449203228085,Rajajinagar,BTP061 - Bhashyam Circle,27.55,True,40.86477753750096,36.164393117979216
17238,2895,687,23,23,0.0,0.06259097525473072,13.028050176855896,77.57346002037846,Sadashivanagar,80 Feet Road,27.48,True,35.0200326368675,34.70737770196921
17246,2878,109,2,2,0.0,0.0,12.951593149541285,77.60776047339449,Ashok Nagar,BTP132 - Anepalya Junction,27.25,False,21.83286457729024,31.5589579806782
17246,2873,325,10,10,0.0,0.0,12.930620285538462,77.60923581753846,Mico Layout,BTP140 - Madiwala Check Post,27.083333333333332,True,37.31092731195842,43.33870504414527
17248,2872,613,21,20,0.004893964110929853,0.0,12.925349607114914,77.61877331153423,Madiwala,BTP137 - Madiwala Traffic PS Junction,26.652173913043477,True,35.99505324420404,36.250008565453
17262,2931,293,9,9,0.010238907849829351,0.0,13.19069966996587,77.68070501433446,Devanahalli Airport,Unnamed Road,26.636363636363637,True,26.368217256832065,31.01165755125273
17276,2885,106,2,2,0.0,0.330188679245283,12.985459871698112,77.74565409339623,Whitefield,Mims Gulmohar Road,26.5,False,27.238386323972662,39.372528804757664
17240,2880,2376,88,81,0.0,0.08080808080808081,12.96379579935405,77.58268278925942,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",26.4,True,43.90698316932548,30.940315412497274
17250,2896,131,3,3,0.0,0.0,13.034808329007634,77.62606862442748,K.G. Halli,5th Cross Road,26.2,True,23.24478237484383,32.13856441473414
17246,2888,732,26,23,0.001366120218579235,0.004098360655737705,12.999181357650274,77.61085835396175,Pulikeshinagar(F.Town),Robertson Road,26.142857142857142,True,31.587856101317964,30.46634264619322
17261,2872,932,34,32,0.0,0.001072961373390558,12.926214431509608,77.6770075869807,Bellandur,Outer Ring Road,25.88888888888889,True,42.42929974260917,38.55229527004123
17259,2879,307,10,9,0.03908794788273615,0.0,12.958583171335505,77.66819590032573,HAL Old Airport,Dr BR Ambedkar Road,25.583333333333332,True,19.962448869321268,22.708675472181852
17241,2886,915,34,31,0.0,0.20327868852459016,12.991240683825136,77.5885391220765,High ground,BTP032 - Windsor Circle,25.416666666666668,True,31.218255540606837,28.365667421289956
17244,2910,762,28,26,0.0,0.0,13.097100856167978,77.59949898018372,Yelahanka,Jakkur Main Road,25.4,True,36.60109742742848,34.76072979356873
17255,2870,175,5,5,0.0,0.0,12.917239937142858,77.65172178628572,HSR Layout,27th Main Road,25.0,True,27.644181539823187,35.77185743747755
17226,2874,373,13,13,0.0,0.005361930294906166,12.936005218230564,77.51806129168901,Byatarayanapura,Sri Sri Sri Tiruchi Mahaswamiji Road,24.866666666666667,True,26.234843920071636,29.090654973253823
17259,2887,446,16,16,0.0,0.0,12.99574600870316,77.66774475722114,Mahadevapura,Old Madras Road,24.77777777777778,True,35.65102378576014,38.01924823504943
17261,2853,419,15,14,0.031026252983293555,0.9260143198090692,12.84049927542277,77.67686388359986,Electronic City,Hosur Road,24.647058823529413,True,39.77125437253213,42.18286904732782
17240,2883,1931,77,71,0.0,0.3537027446918695,12.976322617607458,77.58118527415847,Upparpet,BTP044 - Sagar Theatre Junction,24.443037974683545,True,49.755462118963045,36.49602916653887
17258,2871,244,8,5,0.0,0.0,12.920988901190006,77.66525189964429,Bellandur,Outer Ring Road,24.4,True,34.7251051720846,41.85787115991122
17251,2873,608,23,20,0.0,0.001644736842105263,12.93195333618421,77.63200181052632,Adugodi,Srinivagilu Main Road,24.32,True,29.579212187864663,29.315132289458063
17239,2910,96,2,2,0.0,0.0,13.098923947916667,77.57714928958333,Yelahanka,16th B Cross Road,24.0,False,20.144513855292885,29.118481638073813
17261,2866,576,22,15,0.0,0.8663194444444444,12.899592489063197,77.67545274344596,Bellandur,Amrutha College Road,24.0,True,41.72491664686226,41.740454951566875
17263,2873,1408,57,45,0.0,0.27201704545454547,12.930670362731677,77.68568640764217,HAL Old Airport,Outer Ring Road,23.864406779661017,True,49.69017377114783,39.66513711407226
17251,2869,401,15,14,0.0,0.0024937655860349127,12.912507099444248,77.63335795672506,HSR Layout,17th Cross Road,23.58823529411765,True,28.51423472768592,30.78613121063985
17241,2902,256,9,8,0.0,0.00390625,13.06170554921875,77.58702822929688,Kodigehalli,15th Cross Road,23.272727272727273,True,32.58936453983687,38.53310507155844
17250,2868,488,19,19,0.0,0.004098360655737705,12.907095103639538,77.62871247242914,HSR Layout,Hosur Road,23.238095238095237,True,35.63932982919431,36.74107350500609
17246,2872,162,5,5,0.0,0.0,12.9263718845679,77.6090041771605,Mico Layout,Thavarekere Main Road,23.142857142857142,True,38.55304935010311,49.88804545163415
17269,2883,183,6,4,0.0,0.5956284153005464,12.975748989617486,77.71164640382513,Mahadevapura,ITPL Main Road,22.875,True,35.15871991195846,44.311405901441276
17241,2874,273,10,9,0.018315018315018316,0.0,12.937227662746107,77.58512598684467,Wilson Garden,BTP218 - Syndicate Bank Junction,22.75,True,24.331444444785586,27.988864111382608
17240,2873,988,42,41,0.0,0.003036437246963563,12.92999856082996,77.58227205283401,Jayanagara,"BTP188 - 27th Cross, 4th Main, Jayanagar",22.454545454545453,True,40.568460686831074,35.036577612717984
17266,2879,1117,48,48,0.006266786034019696,0.0,12.957613126125832,77.70094016231286,HAL Old Airport,Marathahalli Underpass,22.34,True,45.554308045965,37.867094760377604
17250,2899,67,1,1,0.0,0.0,13.046001825373136,77.62739792537313,Hennuru,MS Ramaiah North City Road,22.333333333333332,False,13.714995439371537,21.03994478005783
17230,2895,715,31,28,0.006993006993006993,0.023776223776223775,13.030301699836118,77.53695527516565,Yeshwanthpura,Mumbai Bengaluru Highway,21.666666666666668,True,39.891130452580185,36.856037823103044
17264,2929,86,2,2,0.0,0.0,13.184192867441862,77.68972029418605,Chikkajala,Unnamed Road,21.5,False,18.03118971363591,26.06371493304518
17248,2882,881,39,36,0.0022701475595913734,0.0771850170261067,12.97220031321952,77.61827235108028,Halasur,BTP143 - ASC Junction,21.48780487804878,True,36.64221041412125,32.17374924357138
17228,2890,427,18,18,0.0,0.3255269320843091,13.007717414754099,77.52683530562061,Rajajinagar,Dr Rajkumar Puniya Bhoomi Road,21.35,True,45.24575091312016,47.151615370120545
17232,2890,424,18,17,0.0,0.0047169811320754715,13.008019883625293,77.54826680878588,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,21.2,True,32.930971384029384,34.31810645480835
17240,2872,572,25,25,0.0,0.0,12.927691007867132,77.58131758776223,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",21.185185185185187,True,32.880452046239114,32.01177939152798
17251,2915,188,7,7,0.0,0.0,13.121144252659574,77.63144922978724,Yelahanka,Bellahali Main Road,20.88888888888889,True,27.18668057597309,33.47074578388968
17244,2886,1002,47,48,0.008982035928143712,0.0029940119760479044,12.989416300698604,77.59968640309381,Shivajinagar,BTP171 - Indian Express (Balekundri),20.448979591836736,True,34.30986205391682,28.61755775325189
17231,2888,751,35,35,0.0,0.06258322237017311,12.998576128118575,77.54154988025921,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",20.2972972972973,True,32.85952702952822,29.654683233503516
17235,2887,182,7,7,0.0,0.0,12.992665064285715,77.55834726538461,Rajajinagar,BTP009 - Prakash Nagar Junction,20.22222222222222,True,20.6359367462529,25.405830289435265
17232,2888,1193,57,53,0.0008382229673093043,0.8424140821458508,12.997649004319618,77.547286470147,Vijayanagara,BTP205 - Modi Hospital Junction,20.220338983050848,True,52.2761853295904,41.702529687140206
17231,2899,101,3,3,0.0,0.009900990099009901,13.047858873267327,77.54279707920792,Jalahalli,HMT Main Road,20.2,True,32.81663836174466,45.372747692633624
17243,2909,422,19,19,0.0,0.0071090047393364926,13.093627214691942,77.59435891706161,Yelahanka,Allalasandra Main Road,20.095238095238095,True,29.748092674914435,30.667716392002458
17238,2887,1105,53,49,0.0,0.42262443438914027,12.994143044072398,77.57179276461538,Malleshwaram,Sri Venkataranga Ayangar Road,20.09090909090909,True,42.70508801614224,34.75615911351587
17242,2902,301,13,13,0.0,0.0033222591362126247,13.062635271760797,77.59200940431893,Kodigehalli,20th Main Road,20.066666666666666,True,32.93117108263817,36.51591519846195
17237,2889,361,16,15,0.0,0.997229916897507,13.002140308587256,77.56965263711912,Malleshwaram,Siddavanahalli Krishna Sharma Road,20.055555555555557,True,42.95632570895433,45.80982639400937
17232,2882,481,22,22,0.0,0.5821205821205822,12.971289669438669,77.54653032848233,Vijayanagara,BTP020 - Hosahalli Metro Station,20.041666666666668,True,38.39261899493059,38.40691635632259
17256,2884,80,2,2,0.0,0.0,12.979641829652099,77.65286676031481,Banaswadi,Dr APJ Abdul Kalam Marg,20.0,False,14.70785900051387,21.259908544743343
17261,2865,80,2,2,0.0,0.975,12.89522154125,77.67582984625,Bellandur,Amrita College Road,20.0,False,28.659942333847205,41.4273588626272
17233,2872,337,15,15,0.0,0.005934718100890208,12.926700667062313,77.55075739643917,Banashankari,BTP155 - Katriguppe Junction,19.823529411764707,True,20.81613779650072,22.474681702735595
17226,2885,157,6,6,0.0,0.0,12.98677191656051,77.51939160509554,Kamakshipalya,Dr Rajkumar Puniya Bhoomi Road,19.625,True,14.598014220803725,18.398239046041926
17269,2882,684,33,29,0.0,0.6812865497076024,12.971449973474552,77.71196507487743,HAL Old Airport,ITPL Main Road,19.542857142857144,True,49.48058757831026,45.27270023196315
17261,2889,487,23,22,0.0,0.0,13.000752897026056,77.67695896363244,Banaswadi,MBT Road,19.48,True,32.23870785498565,31.950884276689084
17250,2869,409,19,18,0.007334963325183374,0.0,12.912188143528835,77.62584404654757,HSR Layout,Hosur Road,19.476190476190474,True,32.57244716125689,33.43277427558233
17254,2882,818,40,36,0.0,0.3019559902200489,12.970694963060222,77.64632908655345,Jeevanbheemanagar,12th Main Road,19.476190476190474,True,47.09204267868476,41.160736544323434
17246,2887,564,27,24,0.0,0.008865248226950355,12.994348384929078,77.60974963492907,Pulikeshinagar(F.Town),Saunders Road,19.448275862068964,True,29.82940282068554,28.5582683405026
17253,2882,730,36,34,0.0013698630136986301,0.00684931506849315,12.969774752696994,77.64088706397912,Jeevanbheemanagar,Domlur Inner Ring Road,19.210526315789473,True,40.61099996440111,36.3728535718301
17233,2890,709,35,32,0.0,0.0028208744710860366,13.007716176420692,77.54868942780254,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,19.16216216216216,True,36.89706306744821,33.29843173118513
17255,2879,458,22,23,0.0,0.868995633187773,12.959390763263363,77.64905700312792,Jeevanbheemanagar,Old Airport Road,19.083333333333332,True,46.12692679147979,46.144104399038355
17224,2880,468,23,23,0.0,0.6666666666666666,12.9610006008547,77.51156217158119,Jnanabharathi,Mallathahalli Road,18.72,True,43.535688142726805,43.14700638782498
17274,2885,130,5,4,0.11538461538461539,0.0,12.986367685384616,77.73419690076923,Whitefield,Pattandur Agrahara Road,18.571428571428573,True,23.646287659639185,28.924293296531435
17232,2868,130,5,3,0.0,0.007692307692307693,12.906902350203007,77.5461006411206,K.S. Layout,Subramanyapura Main Road,18.571428571428573,True,30.052697916049446,38.888502591977094
17242,2894,257,12,12,0.0,0.0,13.02426083463035,77.59231960272373,R.T. Nagar,RT Nagar Main Road,18.357142857142858,True,25.792292551233416,29.01761886483834
